Nome: SORRISO
Codigo Estacao: A904
Latitude: -12.555
Longitude: -55.72277777
Altitude: 379.31
Situacao: Operante
Data Inicial: 2002-12-15
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2014-06-30;0;30.8;13.4;
2014-07-01;null;33.1;15;
2014-07-02;null;33.8;17.4;
2014-07-03;null;34.9;18.1;
2014-07-04;null;34;18.8;
2014-07-05;null;34.3;18.4;
2014-07-06;null;33.9;18.4;
2014-07-07;null;33.7;19.3;
2014-07-08;null;32.1;17;
2014-07-09;null;32.6;16.8;
2014-07-10;null;32.7;18;
2014-07-11;null;32.7;17.3;
2014-07-12;null;33.9;18.6;
2014-07-13;null;34.1;20.2;
2014-07-14;null;33.8;19.4;
2014-07-15;null;33.7;19;
2014-07-16;null;34.3;19.8;
2014-07-17;null;33.8;19.1;
2014-07-18;null;33.5;20.4;
2014-07-19;null;32.6;19.4;
2014-07-20;null;33.2;18.5;
2014-07-21;null;34.7;19.1;
2014-07-22;null;35.1;20.5;
2014-07-23;null;34;21.9;
2014-07-24;null;34.5;20.7;
2014-07-25;null;29.5;14.1;
2014-07-26;null;33.2;15.9;
2014-07-27;null;33.4;17.8;
2014-07-28;null;33.7;18.8;
2014-07-29;null;34.7;18;
2014-07-30;null;34.6;19.3;
2014-07-31;null;34.3;18.9;
2014-08-01;null;34.6;18.7;
2014-08-02;null;34.8;19.4;
2014-08-03;null;35.1;18.6;
2014-08-04;null;36.4;19.1;
2014-08-05;null;36.3;19.6;
2014-08-06;0;36.6;19.8;
2014-08-07;0;35.3;22.2;
2014-08-08;0;34.6;21;
2014-08-09;0;33.6;17.7;
2014-08-10;0;35.2;18.3;
2014-08-11;0;36.1;20.4;
2014-08-12;0;36.2;21;
2014-08-13;0;36.1;19.9;
2014-08-14;0;33.9;18.7;
2014-08-15;0;35.4;17.9;
2014-08-16;0;35.4;19.2;
2014-08-17;0;33.9;18.7;
2014-08-18;0;34.1;19.1;
2014-08-19;0;35;18.1;
2014-08-20;0;35.8;18.4;
2014-08-21;0;36.2;19.3;
2014-08-22;0;36.8;22.9;
2014-08-23;0;35.9;20.6;
2014-08-24;0;35.9;20.2;
2014-08-25;0;36.8;20.6;
2014-08-26;0;37.4;20.9;
2014-08-27;0;36.6;20.1;
2014-08-28;0;36.2;20.1;
2014-08-29;7.4;36;20.1;
2014-08-30;0;38;22.1;
2014-08-31;0;36.5;22.4;
2014-09-01;0;35.6;23.2;
2014-09-02;7.4;36.3;21.3;
2014-09-03;0;36.3;22.8;
2014-09-04;0;35.7;22.9;
2014-09-05;2;36.8;21.9;
2014-09-06;0;32.4;22.1;
2014-09-07;0;35.4;20.8;
2014-09-08;0;36.4;21.9;
2014-09-09;0;36.2;18.2;
2014-09-10;0;36.5;19.3;
2014-09-11;0;36.9;21.6;
2014-09-12;0;37.9;22;
2014-09-13;0;38.2;21.5;
2014-09-14;0;37.3;21.5;
2014-09-15;0;37.6;23.1;
2014-09-16;0;36.3;21.5;
2014-09-17;0;33;22.5;
2014-09-18;.2;37.7;20.7;
2014-09-19;0;38.4;23.3;
2014-09-20;15.2;36.2;20.7;
2014-09-21;5.6;34.9;21.8;
2014-09-22;48.4;35.6;21.1;
2014-09-23;0;36.2;22.3;
2014-09-24;1;33.8;22.4;
2014-09-25;7.6;33.1;22.4;
2014-09-26;0;35.7;23.3;
2014-09-27;1.8;36;22.4;
2014-09-28;.2;34.1;22.9;
2014-09-29;1.2;34.9;21.3;
2014-09-30;.4;36.7;22.4;
2014-10-01;null;35.8;21.8;
2014-10-02;null;36.7;23.6;
2014-10-03;null;32.9;22.5;
2014-10-04;null;34.9;22.4;
2014-10-05;null;36;23.2;
2014-10-06;null;37.1;22.2;
2014-10-07;null;37.3;22.9;
2014-10-08;null;37.1;21.6;
2014-10-09;null;36.9;22.5;
2014-10-10;null;38.2;22;
2014-10-11;null;37.5;23.7;
2014-10-12;null;37.6;23.2;
2014-10-13;null;35.9;23;
2014-10-14;null;38.4;23.8;
2014-10-15;null;38;23.8;
2014-10-16;null;37.8;24;
2014-10-17;null;38.4;24.8;
2014-10-18;null;36.8;23.2;
2014-10-19;null;36.9;23.8;
2014-10-20;null;30.3;20.9;
2014-10-21;null;36.4;21.8;
2014-10-22;null;33.5;22.1;
2014-10-23;null;34.1;21.4;
2014-10-24;null;34.4;22.6;
2014-10-25;null;30.9;20.8;
2014-10-26;null;30.6;21.5;
2014-10-27;null;33.5;21.7;
2014-10-28;null;27.7;21.2;
2014-10-29;null;32.3;20.3;
2014-10-30;null;33.9;23;
2014-10-31;null;32.5;21;
2014-11-01;null;31.2;22.1;
2014-11-02;0;33.7;22.6;
2014-11-03;0;33.5;20.9;
2014-11-04;0;33.7;22.8;
2014-11-05;0;31.8;20.6;
2014-11-06;0;34;22.7;
2014-11-07;0;34.7;23.3;
2014-11-08;0;34.9;24.5;
2014-11-09;0;32.4;22.3;
2014-11-10;0;32.7;22.8;
2014-11-11;0;33.3;22.4;
2014-11-12;0;35.4;22.4;
2014-11-13;0;32.2;22.6;
2014-11-14;0;32.1;21.8;
2014-11-15;0;33.2;23.2;
2014-11-16;0;28.9;21.1;
2014-11-17;0;34.4;21.9;
2014-11-18;0;34.2;23.8;
2014-11-19;0;31.6;22.2;
2014-11-20;5.2;32.5;22.7;
2014-11-21;5.4;32.7;22.6;
2014-11-22;2.8;33;22.6;
2014-11-23;17.4;29.9;22.2;
2014-11-24;3.6;31.9;21.7;
2014-11-25;4;31.4;22.9;
2014-11-26;1.6;31.4;23;
2014-11-27;8.4;30.3;22.1;
2014-11-28;2.4;30.5;22.3;
2014-11-29;0;33;22;
2014-11-30;0;34.7;24.4;
2014-12-01;0;33;24.5;
2014-12-02;29.4;29.6;21.1;
2014-12-03;24.2;26.6;21.4;
2014-12-04;5;31.1;21.5;
2014-12-05;3;33.4;22.1;
2014-12-06;0;28.6;23.4;
2014-12-07;21.4;28.6;21.4;
2014-12-08;3.2;30;20.7;
2014-12-09;8.4;30.2;20.7;
2014-12-10;.4;31.3;22.3;
2014-12-11;98.8;29.1;21.2;
2014-12-12;.4;29.6;21.6;
2014-12-13;79;27.4;21.2;
2014-12-14;2.4;30.6;22.2;
2014-12-15;3.2;30.4;22.2;
2014-12-16;8.4;30.6;22.4;
2014-12-17;4.4;32.6;22.5;
2014-12-18;16.8;28.8;22.6;
2014-12-19;11.8;30.5;21.7;
2014-12-20;4.2;30.5;22.6;
2014-12-21;1.2;31.8;22.6;
2014-12-22;0;32;23.3;
2014-12-23;2.6;30.6;22.1;
2014-12-24;7.2;31;21.7;
2014-12-25;10;32.3;21.9;
2014-12-26;9.8;30.5;21.5;
2014-12-27;0;33.6;21;
2014-12-28;0;33.3;22;
2014-12-29;0;31.8;23.2;
2014-12-30;2.6;33.4;21;
2014-12-31;.2;30.6;21.5;
2015-01-01;0;32.8;20.6;
2015-01-02;.2;33.3;22.6;
2015-01-03;0;32.1;22.1;
2015-01-04;.2;33.9;23.9;
2015-01-05;0;32.4;21.3;
2015-01-06;0;33;21.5;
2015-01-07;0;33.8;22.3;
2015-01-08;0;33.4;21.4;
2015-01-09;.2;34.1;22.4;
2015-01-10;0;32.5;20.6;
2015-01-11;0;31.3;23.1;
2015-01-12;0;31.7;21.2;
2015-01-13;0;33;21.8;
2015-01-14;0;33.4;21.5;
2015-01-15;0;33.1;21.3;
2015-01-16;0;33;21.9;
2015-01-17;0;32.2;21.2;
2015-01-18;0;30.5;21.8;
2015-01-19;0;32.7;20.6;
2015-01-20;0;32.2;21.6;
2015-01-21;0;31.5;19.1;
2015-01-22;0;32.7;19.5;
2015-01-23;0;33.3;21.4;
2015-01-24;0;30.3;21.9;
2015-01-25;0;28.9;20.5;
2015-01-26;0;29.9;20.9;
2015-01-27;0;31;22.1;
2015-01-28;0;29.8;22;
2015-01-29;0;34;21.4;
2015-01-30;0;35.2;21.6;
2015-01-31;0;37.1;22.6;
2015-02-01;null;33.7;19;
2015-02-02;null;33.9;21.7;
2015-02-03;null;34.7;22.2;
2015-02-04;null;31.4;21.2;
2015-02-05;null;26.2;21.9;
2015-02-06;null;30.3;22.1;
2015-02-07;null;28;21;
2015-02-08;null;27.8;21.9;
2015-02-09;null;31.6;21.6;
2015-02-10;null;29.1;21.9;
2015-02-11;null;33.2;22.5;
2015-02-12;null;34;21.8;
2015-02-13;null;32.1;22.6;
2015-02-14;null;34;21.2;
2015-02-15;null;33.3;22.8;
2015-02-16;null;32.8;21.7;
2015-02-17;null;28.8;23.1;
2015-02-18;null;30.2;22.6;
2015-02-19;null;26.9;21.9;
2015-02-20;null;26.1;22.2;
2015-02-21;null;26.8;20.6;
2015-02-22;null;31.1;21.1;
2015-02-23;null;31.5;20.8;
2015-02-24;null;33.8;20.7;
2015-02-25;null;33.4;20.6;
2015-02-26;null;31.9;22.6;
2015-02-27;null;33.9;21.4;
2015-02-28;null;29.9;19.8;
2015-03-01;null;32.7;19.7;
2015-03-02;null;32.1;22.2;
2015-03-03;null;32.8;22;
2015-03-04;null;31.5;21.7;
2015-03-05;null;31.9;21.1;
2015-03-06;null;34;22.2;
2015-03-07;null;32.9;21.8;
2015-03-08;null;33.2;21.4;
2015-03-09;null;33.6;22.6;
2015-03-10;null;35.2;23.7;
2015-03-11;null;30.2;21.1;
2015-03-12;null;28.5;21.2;
2015-03-13;null;31.2;22;
2015-03-14;null;30.9;22.3;
2015-03-15;null;33.5;22;
2015-03-16;null;33;21.7;
2015-03-17;null;26.9;22.1;
2015-03-18;null;30.2;21.5;
2015-03-19;null;25.4;20.8;
2015-03-20;null;28;20.9;
2015-03-21;null;29.2;20.7;
2015-03-22;null;30.9;21.4;
2015-03-23;null;32.5;22;
2015-03-24;null;31.6;21.9;
2015-03-25;null;31.4;21.8;
2015-03-26;null;31.2;20.9;
2015-03-27;null;31.8;21.3;
2015-03-28;null;32.8;22;
2015-03-29;null;32.7;23.1;
2015-03-30;null;32.8;20.3;
2015-03-31;null;32.9;22.5;
2015-04-01;null;33.7;22;
2015-04-02;null;32.3;22.2;
2015-04-03;null;32.5;22.4;
2015-04-04;null;30.2;23.2;
2015-04-05;null;28.5;22.1;
2015-04-06;null;31.6;21.5;
2015-04-07;null;31.7;22.9;
2015-04-08;null;28.5;22.5;
2015-04-09;null;32.6;20.4;
2015-04-10;null;33;23.1;
2015-04-11;null;31;23.2;
2015-04-12;null;31.5;23.3;
2015-04-13;null;30.3;20.8;
2015-04-14;null;32.1;20.6;
2015-04-15;null;30.5;22.8;
2015-04-16;null;29.6;21.9;
2015-04-17;null;32.2;21.9;
2015-04-18;null;33.3;22.5;
2015-04-19;null;33.4;21.2;
2015-04-20;null;32;22.1;
2015-04-21;null;32.7;21.6;
2015-04-22;null;33.2;22.1;
2015-04-23;null;31.6;22.8;
2015-04-24;null;31.9;22.8;
2015-04-25;null;32.6;22.3;
2015-04-26;null;33;22.2;
2015-04-27;null;28.3;22.8;
2015-04-28;null;31.1;21.3;
2015-04-29;null;29.9;22.1;
2015-04-30;null;30.5;21;
2015-05-01;null;31.3;20.9;
2015-05-02;null;31.1;21.1;
2015-05-03;null;31.6;21.6;
2015-05-04;null;31.1;21.1;
2015-05-05;null;32.6;21.4;
2015-05-06;null;30.7;21.1;
2015-05-07;null;31.7;22.1;
2015-05-08;null;31.5;21;
2015-05-09;null;31.6;22.3;
2015-05-10;null;31.9;22.7;
2015-05-11;null;28.4;22.6;
2015-05-12;null;27.1;21;
2015-05-13;null;28.4;21.8;
2015-05-14;null;30.4;19.8;
2015-05-15;null;31.3;21.7;
2015-05-16;null;31.4;22.2;
2015-05-17;null;31.3;20.8;
2015-05-18;null;31.4;21.1;
2015-05-19;null;32.3;21.4;
2015-05-20;null;31.5;20.2;
2015-05-21;null;32.2;20.6;
2015-05-22;null;32.1;21.5;
2015-05-23;null;32.4;21.8;
2015-05-24;null;31.9;21.3;
2015-05-25;null;32.5;21.5;
2015-05-26;null;32.2;20.7;
2015-05-27;null;33.6;20.4;
2015-05-28;null;32.5;21.5;
2015-05-29;null;31.5;20.3;
2015-05-30;null;33.1;21.5;
2015-05-31;null;34;21.8;
2015-06-01;null;33.4;22;
2015-06-02;null;33.3;21.6;
2015-06-03;null;33.7;22.2;
2015-06-04;null;33.1;20.3;
2015-06-05;null;33;20.3;
2015-06-06;null;32.6;19.8;
2015-06-07;null;33.6;20.6;
2015-06-08;null;32.5;19.5;
2015-06-09;null;32.8;19.9;
2015-06-10;null;33.5;19.9;
2015-06-11;null;33.1;19.8;
2015-06-12;null;33.5;19.2;
2015-06-13;null;33.8;18.5;
2015-06-14;null;34.7;19.8;
2015-06-15;null;34.3;21.4;
2015-06-16;null;33.7;20.4;
2015-06-17;null;35.7;20.5;
2015-06-18;null;33.7;20.4;
2015-06-19;null;28.1;19.6;
2015-06-20;null;32.6;16.8;
2015-06-21;null;32.9;19.1;
2015-06-22;null;32.3;18.1;
2015-06-23;null;32.8;18.1;
2015-06-24;null;32.3;18.3;
2015-06-25;null;32.6;17.8;
2015-06-26;null;33.8;18.9;
2015-06-27;null;33;19.5;
2015-06-28;null;31.6;18;
2015-06-29;null;32.6;17.8;
2015-06-30;null;33.2;18.9;
2015-07-01;null;34;18.7;
2015-07-02;null;33.5;17.6;
2015-07-03;null;34.5;19.4;
2015-07-04;null;31.6;22.1;
2015-07-05;null;32.7;16.6;
2015-07-06;null;33.3;19;
2015-07-07;null;26.9;21.1;
2015-07-08;null;24.5;16.9;
2015-07-09;null;32.4;17.3;
2015-07-10;null;33.1;20;
2015-07-11;null;34.1;20.9;
2015-07-12;null;34.5;20;
2015-07-13;null;34.5;21;
2015-07-14;null;34.8;20.2;
2015-07-15;null;34.3;20.7;
2015-07-16;null;33.2;19;
2015-07-17;null;33.3;19.8;
2015-07-18;null;32.2;19.9;
2015-07-19;null;33.1;17.1;
2015-07-20;null;33.5;17.8;
2015-07-21;null;33.6;19.4;
2015-07-22;null;32.5;18.2;
2015-07-23;null;34.3;18.6;
2015-07-24;null;34.1;19.2;
2015-07-25;null;33.8;18.4;
2015-07-26;null;34.8;18.5;
2015-07-27;null;34.9;17.4;
2015-07-28;null;35.7;18.9;
2015-07-29;null;36.4;19.2;
2015-07-30;null;35.2;19.8;
2015-07-31;null;34.3;18;
2015-08-01;null;33.9;17.8;
2015-08-02;null;33.6;17.2;
2015-08-03;null;34.8;17.7;
2015-08-04;null;35.5;19.2;
2015-08-05;null;35.5;17.8;
2015-08-06;null;35.6;18.9;
2015-08-07;null;36.2;19.7;
2015-08-08;null;36.2;19.6;
2015-08-09;null;36.3;19.5;
2015-08-10;null;35.6;19.3;
2015-08-11;null;34.5;18.9;
2015-08-12;null;34.2;18.7;
2015-08-13;null;34.1;18.9;
2015-08-14;null;32.9;16.7;
2015-08-15;null;33.9;17.4;
2015-08-16;null;34.8;18.3;
2015-08-17;null;36.4;18.9;
2015-08-18;null;36.5;22.1;
2015-08-19;null;36.1;19.9;
2015-08-20;null;36.6;21.7;
2015-08-21;null;37;20.7;
2015-08-22;null;37.7;20.1;
2015-08-23;null;38;20.9;
2015-08-24;null;39.2;20.3;
2015-08-25;null;39;24.8;
2015-08-26;null;35.7;19.3;
2015-08-27;null;37;21.4;
2015-08-28;null;30.2;21.2;
2015-08-29;null;37;21.5;
2015-08-30;null;37.6;23.4;
2015-08-31;null;37.6;21.7;
2015-09-01;null;38.3;21.8;
2015-09-02;null;38.3;20;
2015-09-03;null;37.9;20;
2015-09-04;null;38.4;20.1;
2015-09-05;null;37.3;21.9;
2015-09-06;null;37.5;22.6;
2015-09-07;null;35.2;22.1;
2015-09-08;null;35.7;23.1;
2015-09-09;null;37.2;22.4;
2015-09-10;null;36.6;21.2;
2015-09-11;null;38;22.6;
2015-09-12;null;33.1;23.1;
2015-09-13;null;34.5;19.2;
2015-09-14;null;36.3;20.8;
2015-09-15;null;36.3;22.8;
2015-09-16;null;38.8;22.5;
2015-09-17;null;38.5;23.3;
2015-09-18;null;39;20.7;
2015-09-19;null;39.4;23.7;
2015-09-20;null;37.9;21.2;
2015-09-21;null;38.1;22.5;
2015-09-22;null;36.8;23.9;
2015-09-23;null;36.5;22.7;
2015-09-24;null;38.5;25.7;
2015-09-25;null;39.4;24.5;
2015-09-26;null;37.1;25.5;
2015-09-27;null;37.7;21.5;
2015-09-28;null;37.3;23.5;
2015-09-29;null;33.7;22;
2015-09-30;null;33.2;22.4;
2015-10-01;null;37.6;22.6;
2015-10-02;null;37.8;23.5;
2015-10-03;null;36.2;22.3;
2015-10-04;null;37.3;21.8;
2015-10-05;null;38.8;24;
2015-10-06;null;39.8;23.8;
2015-10-07;null;29.7;20.7;
2015-10-08;null;36.7;21.6;
2015-10-09;null;35.9;23.1;
2015-10-10;null;26.9;22.5;
2015-10-11;null;30.4;21.5;
2015-10-12;null;30.5;19.1;
2015-10-13;null;36.1;18.9;
2015-10-14;null;36.9;22.1;
2015-10-15;null;38.1;23.7;
2015-10-16;null;39.5;23.3;
2015-10-17;null;39.2;23.4;
2015-10-18;null;39.4;24.6;
2015-10-19;null;37.1;23.5;
2015-10-20;null;37.5;22.9;
2015-10-21;null;37.6;23.3;
2015-10-22;null;39;24.1;
2015-10-23;null;38.8;26.1;
2015-10-24;null;35.9;20.6;
2015-10-25;null;36.3;23.5;
2015-10-26;null;37.1;22.5;
2015-10-27;null;35.2;23;
2015-10-28;null;32.1;23.3;
2015-10-29;null;34.1;22.7;
2015-10-30;null;35.8;22.2;
2015-10-31;null;37.4;23.7;
2015-11-01;null;35.3;22.8;
2015-11-02;null;26.5;24.5;
2015-11-03;null;30.4;22;
2015-11-04;null;35.3;23.1;
2015-11-05;null;34.5;21.9;
2015-11-06;null;33.2;21.8;
2015-11-07;null;33.9;20.5;
2015-11-08;null;37;23;
2015-11-09;null;34.3;21.4;
2015-11-10;null;35.9;22.4;
2015-11-11;null;38.8;24.2;
2015-11-12;null;37.2;25.3;
2015-11-13;null;37.3;24.2;
2015-11-14;null;31.1;24;
2015-11-15;null;35.4;20.8;
2015-11-16;null;31.6;23.4;
2015-11-17;null;34.5;21.6;
2015-11-18;null;35.4;23.3;
2015-11-19;null;31.4;22.6;
2015-11-20;null;31.2;23.4;
2015-11-21;null;32.3;22.8;
2015-11-22;null;35.6;23.1;
2015-11-23;null;31.2;24.7;
2015-11-24;null;34.2;22.8;
2015-11-25;null;32.3;23.7;
2015-11-26;null;34.7;22.9;
2015-11-27;null;35;22.2;
2015-11-28;null;32.4;23.2;
2015-11-29;null;33.8;23.5;
2015-11-30;null;32.4;21.7;
2015-12-01;null;35.9;23.1;
2015-12-02;null;36.8;23.2;
2015-12-03;null;35.6;23.6;
2015-12-04;null;34.7;22.8;
2015-12-05;null;29.4;22.7;
2015-12-06;null;28.1;22.7;
2015-12-07;null;33.1;21.5;
2015-12-08;null;34.5;23;
2015-12-09;null;33.1;23.3;
2015-12-10;null;34;22.5;
2015-12-11;null;35.2;23;
2015-12-12;null;35.9;23.8;
2015-12-13;null;35.4;22.9;
2015-12-14;null;33.8;22.3;
2015-12-15;null;35.1;22.7;
2015-12-16;null;34.5;22.1;
2015-12-17;null;35.9;22.8;
2015-12-18;null;35;23.3;
2015-12-19;null;35.6;22.6;
2015-12-20;null;31.8;21.1;
2015-12-21;null;33.1;22;
2015-12-22;null;29;23;
2015-12-23;null;33.5;23;
2015-12-24;null;33.5;23.1;
2015-12-25;null;32.3;21.7;
2015-12-26;null;34.1;21.5;
2015-12-27;null;32.9;22.9;
2015-12-28;null;33.4;22.5;
2015-12-29;null;33.6;24;
2015-12-30;null;30.3;21.6;
2015-12-31;null;31.5;22.4;
2016-01-01;null;31.5;23.8;
2016-01-02;null;29.7;23.5;
2016-01-03;null;32.3;23.4;
2016-01-04;null;32.2;23;
2016-01-05;null;29;22.5;
2016-01-06;null;29.6;22.6;
2016-01-07;null;32.9;21.7;
2016-01-08;null;31.7;22.9;
2016-01-09;null;31.7;22.9;
2016-01-10;null;30.6;23.3;
2016-01-11;null;27.4;22.7;
2016-01-12;null;29.1;22.8;
2016-01-13;null;33.3;22.4;
2016-01-14;null;29.3;23.7;
2016-01-15;null;30;21.3;
2016-01-16;null;29.4;22.3;
2016-01-17;null;33.7;23.3;
2016-01-18;null;30.2;23.1;
2016-01-19;null;30.7;22.8;
2016-01-20;null;27.3;24;
2016-01-21;null;30.2;22.5;
2016-01-22;null;32.2;22.1;
2016-01-23;null;32.3;22.6;
2016-01-24;null;32.8;23.2;
2016-01-25;null;32.7;22.9;
2016-01-26;null;30.9;23.9;
2016-01-27;null;26.7;22.9;
2016-01-28;null;31.2;22.2;
2016-01-29;null;31;23;
2016-01-30;null;28.3;22.3;
2016-01-31;null;32.7;22.4;
2016-02-01;null;30.7;22.7;
2016-02-02;null;34.1;22.1;
2016-02-03;null;34.5;22;
2016-02-04;null;32.4;22.6;
2016-02-05;null;32.9;22.6;
2016-02-06;null;32.9;23.4;
2016-02-07;null;35.5;22.1;
2016-02-08;null;35.5;23.3;
2016-02-09;null;32.9;23.5;
2016-02-10;null;31.3;21.5;
2016-02-11;null;35.9;22.2;
2016-02-12;null;36;23;
2016-02-13;null;35.2;23.5;
2016-02-14;null;31.9;23.5;
2016-02-15;null;31.9;21.7;
2016-02-16;null;33.4;22.7;
2016-02-17;null;35.5;22.8;
2016-02-18;null;35.9;22.7;
2016-02-19;null;35.4;20.9;
2016-02-20;null;34.3;23.6;
2016-02-21;null;35.2;23.2;
2016-02-22;null;33.9;21.5;
2016-02-23;null;33.2;23.1;
2016-02-24;null;33.6;23.1;
2016-02-25;null;35.1;23.7;
2016-02-26;null;33.3;21.9;
2016-02-27;null;32.8;21.7;
2016-02-28;null;33;22.1;
2016-02-29;null;35.2;23.1;
2016-03-01;null;33.8;23.8;
2016-03-02;null;29.9;22.1;
2016-03-03;null;32.5;22.2;
2016-03-04;null;34.4;22.2;
2016-03-05;null;32.3;23.6;
2016-03-06;null;32.1;22.4;
2016-03-07;null;32.4;23.3;
2016-03-08;null;30;23.3;
2016-03-09;null;30.8;23;
2016-03-10;null;27.7;23;
2016-03-11;null;26.8;22.5;
2016-03-12;null;30.2;22.4;
2016-03-13;null;32.2;22.8;
2016-03-14;null;31.1;22.8;
2016-03-15;null;27.8;21.7;
2016-03-16;null;33.2;21.5;
2016-03-17;null;33.8;23;
2016-03-18;null;33.2;24;
2016-03-19;null;30.8;23;
2016-03-20;null;34.8;22.8;
2016-03-21;null;34;24.4;
2016-03-22;null;32.7;22.9;
2016-03-23;null;33.5;23.4;
2016-03-24;null;32.3;23.4;
2016-03-25;null;31.5;22.2;
2016-03-26;null;31.3;22.4;
2016-03-27;null;31.1;22.3;
2016-03-28;null;34.2;23.2;
2016-03-29;null;30.6;22.7;
2016-03-30;null;34.1;23.1;
2016-03-31;null;33.8;23.4;
2016-04-01;null;34.4;23.6;
2016-04-02;null;30.9;22.4;
2016-04-03;null;33.7;21.8;
2016-04-04;null;33.6;22.5;
2016-04-05;null;34.1;22.8;
2016-04-06;null;34.7;24.4;
2016-04-07;null;33.6;23.8;
2016-04-08;null;34.9;23.7;
2016-04-09;null;35;24.9;
2016-04-10;null;33.9;23.6;
2016-04-11;null;29.9;21.4;
2016-04-12;null;31.7;22.1;
2016-04-13;null;32.7;22.6;
2016-04-14;null;32.6;22.8;
2016-04-15;null;33;22.3;
2016-04-16;null;33.5;22.6;
2016-04-17;null;34.1;22.3;
2016-04-18;null;33.4;22.3;
2016-04-19;null;34.1;22.2;
2016-04-20;null;33.9;22.9;
2016-04-21;null;33.9;23.3;
2016-04-22;null;34.1;22.4;
2016-04-23;null;33.9;21.5;
2016-04-24;null;34.5;22.3;
2016-04-25;null;34.6;22.8;
2016-04-26;null;34.3;23.1;
2016-04-27;null;22.8;15.9;
2016-04-28;null;26.9;14.1;
2016-04-29;null;29.6;15.5;
2016-04-30;null;29.4;17.3;
2016-05-01;null;31.7;16.2;
2016-05-02;null;33.4;19.5;
2016-05-03;null;33.4;21.2;
2016-05-04;null;33.2;21.1;
2016-05-05;null;33.2;20.7;
2016-05-06;null;34;21.4;
2016-05-07;null;34.2;22.4;
2016-05-08;null;31.8;22.2;
2016-05-09;null;33.7;22.7;
2016-05-10;null;34.6;22.1;
2016-05-11;null;34.5;22.1;
2016-05-12;null;34.6;22.6;
2016-05-13;null;35.4;21.9;
2016-05-14;null;35.8;22.5;
2016-05-15;null;34.7;21.1;
2016-05-16;null;34.4;23.1;
2016-05-17;null;32.6;22.2;
2016-05-18;null;33.9;21.6;
2016-05-19;null;33.1;21.2;
2016-05-20;null;36.2;21.6;
2016-05-21;null;34.8;22.3;
2016-05-22;null;32.7;22;
2016-05-23;null;28.5;20;
2016-05-24;null;33.7;17.9;
2016-05-25;null;34.4;20;
2016-05-26;null;34.7;20.5;
2016-05-27;null;34;21;
2016-05-28;null;33.1;20.2;
2016-05-29;null;33;20.6;
2016-05-30;null;34.8;20.3;
2016-05-31;null;35.4;20.8;
2016-06-01;null;34.9;21;
2016-06-02;null;35.5;21.2;
2016-06-03;null;35;21.9;
2016-06-04;null;36;21.5;
2016-06-05;null;35.2;22;
2016-06-06;null;35.3;21.9;
2016-06-07;null;34.6;22.5;
2016-06-08;null;29.3;19.7;
2016-06-09;null;31.4;19;
2016-06-10;null;32.9;19.7;
2016-06-11;null;29.4;16.7;
2016-06-12;null;30.5;16.3;
2016-06-13;null;33.5;14.9;
2016-06-14;null;34.4;18.9;
2016-06-15;null;34.2;19.8;
2016-06-16;null;34.6;20.8;
2016-06-17;null;34.3;19;
2016-06-18;null;34.2;18.3;
2016-06-19;null;33.3;18.7;
2016-06-20;null;34.7;18.7;
2016-06-21;null;33.2;17.4;
2016-06-22;null;33.6;16.8;
2016-06-23;null;33.8;17.7;
2016-06-24;null;35.1;18.3;
2016-06-25;null;34.7;19.1;
2016-06-26;null;32.8;17.5;
2016-06-27;null;33.4;18;
2016-06-28;null;32.9;18.8;
2016-06-29;null;32.5;18;
2016-06-30;null;32.7;17.4;
2016-07-01;null;32.9;16.6;
2016-07-02;0;33.1;15;
2016-07-03;0;33;16.9;
2016-07-04;0;33.8;18.4;
2016-07-05;0;33.8;18;
2016-07-06;0;34.1;17.3;
2016-07-07;0;34.1;17.7;
2016-07-08;0;34.7;19.2;
2016-07-09;0;35.9;19.1;
2016-07-10;0;36.2;18.7;
2016-07-11;0;36.4;19.3;
2016-07-12;0;35.7;18.6;
2016-07-13;0;35.5;18.9;
2016-07-14;0;36.2;18.9;
2016-07-15;0;36.2;18.4;
2016-07-16;0;36.1;18.7;
2016-07-17;0;31.1;18.1;
2016-07-18;0;34.2;15.8;
2016-07-19;0;34.9;19;
2016-07-20;0;34.9;15.6;
2016-07-21;0;35.1;16.6;
2016-07-22;0;34.8;17.7;
2016-07-23;0;35.5;18.4;
2016-07-24;0;36.4;18.9;
2016-07-25;0;34.8;20.9;
2016-07-26;0;35.5;18.9;
2016-07-27;0;35.6;19.8;
2016-07-28;0;34.6;17.1;
2016-07-29;0;35.3;17.5;
2016-07-30;0;35.5;17.7;
2016-07-31;0;33.5;18.1;
2016-08-01;0;34.1;17;
2016-08-02;0;34.5;17.7;
2016-08-03;0;34.2;17.7;
2016-08-04;0;35.6;16.5;
2016-08-05;0;36.2;18.8;
2016-08-06;0;36.6;19.4;
2016-08-07;0;36.8;19.8;
2016-08-08;0;37.1;19.9;
2016-08-09;0;37.8;19.2;
2016-08-10;0;36.8;20;
2016-08-11;0;37;18.9;
2016-08-12;0;36.6;20.6;
2016-08-13;0;36.9;21.4;
2016-08-14;0;37.4;19.2;
